ACCEL_XOUT_H,ACCEL_YOUT_H,ACCEL_ZOUT_H,GYRO_XOUT_H,GYRO_YOUT_H,GYRO_ZOUT_H,FLEX1,FLEX2,FLEX3,FLEX4,FLEX5,CHECKSUM,target
11788,540,14272,-500,5,-254,238,187,140,187,181,26784,A
11804,936,14432,-823,-100,-364,238,187,140,187,181,26818,A
11840,740,14308,-440,37,-264,238,187,140,187,181,27154,A
11788,472,14540,-198,-224,-92,238,187,140,187,181,27219,A
11928,520,14568,-137,-46,-67,238,187,140,187,181,27699,A
11692,1076,14636,-530,-159,-316,238,187,140,187,181,27332,A
11856,428,14520,-102,176,-175,238,187,140,187,181,27636,A
11524,736,14368,-121,70,-116,238,187,140,187,181,27394,A
11692,688,14552,-252,82,27,238,187,140,187,181,27722,A
11956,556,14576,-377,160,-125,238,187,140,187,181,27679,A
11392,576,13880,-294,184,-251,238,187,140,187,181,26420,A
11628,992,14724,-360,20,-304,239,187,140,187,181,27634,A
11760,816,14108,-388,276,33,238,187,140,187,181,27538,A
12076,504,14292,-285,272,-423,238,187,140,187,181,27369,A
12224,492,14084,-361,378,169,238,187,140,187,181,27919,A
11720,528,14408,-234,-208,-190,238,187,140,187,181,26957,A
11848,568,14252,-396,-4,-81,238,187,140,187,181,27120,A
11940,372,14228,-410,74,-72,238,187,140,187,181,27065,A
11880,636,14720,-360,-289,-83,238,187,140,187,181,27437,A
11824,652,14280,-244,-67,-165,238,187,140,187,181,27213,A
11800,692,14388,-249,-55,-77,238,187,140,187,181,27432,A
12028,512,14476,-302,150,-207,238,187,140,187,181,27590,A
11908,688,14448,-528,41,-318,238,187,140,187,181,27172,A
11752,688,14632,-383,-179,-308,238,187,140,187,181,27135,A
11752,616,14560,-215,33,43,238,187,140,187,181,27722,A
11964,292,14580,-186,25,-136,238,187,140,187,181,27472,A
11600,448,14648,-223,-348,30,238,187,140,187,181,27088,A
11808,648,14464,-148,-510,-140,238,186,140,187,181,27054,A
11880,672,14644,-381,152,-182,238,187,140,187,181,27718,A
11804,740,14560,-316,50,-183,238,187,140,187,181,27588,A
11680,812,14436,-157,-79,-70,238,187,140,187,181,27555,A
11844,284,14660,-328,300,-176,238,187,140,187,181,27517,A
12012,632,14372,-145,299,-255,238,187,140,187,181,27848,A
11184,452,14972,-604,238,-195,238,187,140,187,181,26980,A
11840,824,14580,-539,-387,-947,238,186,140,187,181,26303,A
11320,556,14968,-1073,-390,-661,238,186,140,187,181,25652,A
11084,704,15128,-206,-557,-803,238,186,140,187,181,26282,A
10964,2008,15096,1662,714,-437,238,186,140,187,181,30939,A
11292,904,14196,-1731,-642,-706,238,186,140,187,181,24245,A
11032,740,14592,-150,178,-97,238,186,140,187,181,27227,A
11204,1140,14908,-171,-388,-50,238,186,140,187,181,27575,A
11072,924,14752,-686,172,-313,239,186,140,187,181,26854,A
11320,900,15024,-153,-20,-237,239,186,140,187,181,27767,A
11016,960,14712,-42,-61,-53,238,186,140,187,181,27464,A
11300,984,14748,-331,66,-103,238,186,140,187,181,27596,A
11296,1068,14860,-342,111,-188,238,186,140,187,181,27737,A
11304,752,14828,-305,-257,-76,239,187,140,187,181,27180,A
11496,920,14840,-447,-48,-226,238,187,140,187,181,27468,A
11244,1068,15028,-213,-489,-80,238,187,140,187,181,27491,A
11424,632,14960,-141,336,-137,238,186,140,187,181,28006,A
11536,1032,14216,47,-322,739,238,186,140,187,181,28180,A
11580,816,14604,-228,-150,-293,238,186,140,187,181,27261,A
11732,1280,14768,-430,-206,3,238,187,140,187,181,28080,A
11924,768,14300,-262,-131,-140,238,187,140,187,181,27392,A
11936,788,14284,-311,-185,-116,238,187,140,187,181,27329,A
11664,964,14468,-97,-352,-256,238,187,140,187,181,27324,A
11740,672,14336,-399,-209,-77,238,187,140,187,181,26996,A
12064,952,13992,-323,76,-315,238,187,140,187,181,27379,A
11604,900,14548,-194,133,0,238,187,140,187,181,27924,A
11748,940,14292,-268,126,0,238,187,140,187,181,27771,A
11652,788,14576,-567,-257,-248,238,187,140,187,181,26877,A
11584,932,14620,-481,-103,-23,238,187,140,187,181,27462,A
11612,716,14400,-446,-253,-342,238,187,140,187,181,26620,A
11704,1104,14164,-563,-236,-1113,238,187,140,187,181,25993,A
11640,648,14160,-279,192,89,238,187,140,187,181,27383,A
11732,856,14420,-548,188,-332,238,187,140,187,181,27249,A
11608,1416,14640,-190,-178,-762,238,187,140,187,181,27467,A
11508,1352,14012,-99,261,15,239,187,140,187,181,27983,A
11512,1148,14484,-180,-162,-117,239,187,140,187,181,27619,A
11448,1136,14608,-264,293,-272,238,187,140,188,181,27883,A
11332,1000,15048,-420,-217,14,239,187,140,188,181,27692,A
11340,932,14492,-231,126,-229,239,187,140,188,181,27365,A
11268,1176,14892,-230,254,-67,239,187,140,188,181,28228,A
11560,532,14524,-269,-122,-130,239,187,140,188,181,27030,A
11568,996,14508,-414,-264,-245,239,187,140,188,181,27084,A
11544,896,14600,-360,-198,-234,238,187,140,188,181,27182,A
11468,992,14680,-239,191,-192,238,187,140,188,181,27834,A
11592,1080,14728,-295,58,-195,239,187,140,188,181,27903,A
11368,1128,14836,-288,-93,-118,238,187,140,188,181,27767,A
11492,1480,15176,181,-172,228,239,187,140,188,181,29320,A
11732,816,14580,-399,-102,-67,239,187,140,188,181,27495,A
11356,972,14544,-191,12,69,239,187,140,188,181,27697,A
11544,1132,14616,-362,-393,-227,239,187,140,188,181,27245,A
11492,924,14624,-333,253,-183,239,187,140,188,181,27712,A
11552,1328,14696,-354,193,-122,239,187,140,188,181,28228,A
11388,788,14712,-279,-84,-26,239,187,140,188,181,27434,A
11360,1160,14628,-389,-202,-166,239,187,140,188,181,27326,A
11720,1256,14728,-177,-110,-134,239,187,140,188,181,28218,A
11676,1084,14552,-398,-108,61,239,187,140,188,181,27802,A
11436,724,14292,-368,-144,-265,239,187,140,188,181,26610,A
11424,808,14712,-277,32,-284,239,187,140,188,181,27350,A
11556,904,14456,-311,112,-269,239,187,140,188,181,27383,A
11648,1084,14308,-512,203,-271,239,187,140,188,181,27395,A
11664,1068,14452,-364,218,-235,239,187,140,188,181,27738,A
11280,1132,14620,-221,231,-38,239,187,140,188,181,27939,A
11276,1196,14976,-103,25,-33,239,187,140,188,181,28272,A
11360,1272,14836,-505,-147,12,239,187,140,188,181,27763,A
11460,1060,14952,-478,-39,-351,239,187,140,188,181,27539,A
11520,940,14660,-223,115,-319,239,187,140,188,181,27628,A
11756,1040,14532,-468,32,-104,239,187,140,188,181,27723,A
11476,808,14640,-444,-469,-367,239,187,140,188,181,26579,A
11484,1028,14644,-394,294,-403,239,187,140,188,181,27588,A
11380,1372,14792,-852,164,-425,239,187,140,188,181,27366,A
11188,788,14764,-158,-91,-78,239,187,140,188,181,27348,A
11168,796,14592,-478,-131,-145,239,187,140,188,181,26737,A
11244,0,14796,-2190,466,-531,239,187,140,188,181,24720,A
11392,780,14948,-158,34,-121,239,187,140,188,181,27810,A
11252,1544,14724,404,-402,-96,239,187,140,188,181,28361,A
11480,1812,14972,-26,-207,-37,239,187,140,188,181,28929,A
12008,1132,14196,-255,39,33,239,187,140,188,181,28088,A
11700,1204,14436,-23,12,-13,239,187,140,188,181,28251,A
11628,1156,14656,-610,-153,-422,239,187,140,188,181,27190,A
11548,1332,14892,-317,61,-200,239,187,140,188,181,28251,A
11632,1280,14600,-383,149,-154,239,187,140,188,181,28059,A
11468,940,14640,-350,-35,19,239,187,140,188,181,27617,A
11416,1184,14416,-418,-140,-226,239,187,140,188,181,27167,A
11668,1056,14728,-333,-37,-117,239,187,140,188,181,27900,A
11708,1084,14488,-325,224,-199,239,187,140,188,181,27915,A
11272,1340,14640,-352,-90,-18,239,187,140,188,181,27727,A
11616,1084,14208,-281,46,-99,239,187,140,188,181,27509,A
11688,1044,14572,-194,-97,-184,239,187,140,188,181,27764,A
11716,1416,14460,-376,34,-278,239,187,140,188,181,27907,A
11616,1364,14840,-302,71,-156,239,187,140,188,181,28368,A
11608,1212,14508,-378,235,-255,239,187,140,188,181,27865,A
11476,1264,14648,-431,-268,30,239,187,140,188,181,27654,A
11628,1236,14624,-342,-132,-264,239,187,140,188,181,27685,A
11560,992,14504,-255,59,-67,239,187,140,188,181,27728,A
11484,1404,14364,-385,-317,-148,239,187,140,188,181,27337,A
11620,1544,14612,-200,152,-183,239,187,140,188,181,28480,A
11528,1392,14508,-446,36,-123,239,187,140,188,181,27830,A
11552,1024,14428,-537,243,-172,239,187,140,188,181,27473,A
11552,800,14512,-302,-201,-149,239,187,140,188,181,27147,A
11704,1160,14508,-418,-177,-228,239,187,140,188,181,27484,A
11596,1120,14508,-284,-25,-131,239,187,140,188,181,27719,A
11664,1304,14480,-314,-19,-146,239,187,140,188,181,27904,A
11424,1472,14716,-333,-17,-165,239,187,140,188,181,28032,A
11556,1192,14596,-353,-33,-205,239,187,140,188,181,27688,A
11348,1340,14220,-96,205,-32,239,187,140,188,181,27920,A
11500,1100,14752,-392,-272,-72,239,187,140,188,181,27551,A
11520,1192,14656,-355,-144,-250,239,187,140,188,181,27554,A
11616,832,14320,-203,162,-265,239,187,140,188,181,27397,A
11644,984,14508,-596,-37,-262,239,187,140,188,181,27176,A
11468,820,14664,-201,-128,-63,239,187,140,188,181,27495,A
11480,1488,14932,-78,-567,-147,239,187,140,188,181,28043,A
11724,1224,14696,-210,-78,200,238,187,139,187,181,28488,A
11372,936,14684,-385,-66,76,238,187,140,187,181,27550,A
11444,1488,14616,-78,-59,94,238,187,140,188,181,28439,A
11656,1084,14208,-166,312,-228,238,187,140,188,181,27800,A
11560,1580,14796,-68,184,141,238,187,140,188,181,29127,A
11644,1224,14424,-379,-55,-323,238,187,140,188,181,27469,A
11500,1768,14820,-376,-42,-69,238,187,140,188,181,28535,A
11308,1344,14952,-139,-21,54,238,187,140,188,181,28432,A
11208,1284,14752,-278,20,246,238,187,140,188,181,28166,A
11376,1096,14760,-421,-346,5,238,187,140,188,181,27404,A
11380,1224,14664,-364,80,-276,238,187,140,188,181,27642,A
11400,1508,14528,-415,-21,-314,238,187,140,188,181,27620,A
11344,1272,14712,-387,159,-78,238,187,140,188,181,27956,A
11416,1200,14676,-444,-116,-318,238,187,140,188,181,27348,A
11072,1132,14908,-168,-55,59,239,187,140,188,181,27883,A
11408,1004,14696,-325,-109,90,238,187,140,188,181,27698,A
11492,800,14384,-59,66,-178,238,187,140,188,181,27439,A
11192,792,14876,-270,125,-13,238,187,140,188,181,27636,A
11424,1400,14708,-95,127,97,238,187,140,188,181,28595,A
11496,872,14660,-391,-23,74,238,187,140,188,181,27622,A
11484,1084,14584,-753,239,-185,238,187,140,188,181,27387,A
11104,1156,14756,-300,111,-76,239,187,140,188,181,27686,A
11236,988,14712,-428,75,-50,238,187,140,188,181,27467,A
11528,1000,14436,-242,272,-189,238,187,140,188,181,27739,A
11416,884,14788,-274,-148,-263,238,187,140,188,181,27337,A
11428,1348,14652,-77,-227,50,238,187,140,188,181,28108,A
11432,1752,14776,-314,-190,-317,238,187,140,188,181,28073,A
11140,1404,14796,-194,304,-177,238,187,140,188,181,28207,A
11200,1324,15200,-296,-97,-107,238,187,140,188,181,28158,A
11076,1156,15084,-245,45,-97,238,187,140,188,181,27953,A
11152,1228,15164,-672,-233,-340,238,187,140,188,181,27233,A
11424,1112,14440,-66,-157,106,239,187,140,188,181,27794,A
11368,1044,14632,-285,201,-135,238,187,140,188,181,27759,A
10944,1100,15148,-425,340,-167,238,187,140,188,181,27874,A
11140,800,14740,-328,95,31,239,187,140,188,181,27413,A
11164,976,14928,-72,244,-117,238,187,140,188,181,28057,A
10984,1256,15240,-438,40,-404,239,187,140,188,181,27613,A
10924,1204,15080,-454,-123,-309,238,187,140,188,181,27256,A
11220,980,14884,-189,78,41,239,187,140,188,181,27949,A
10872,1152,14864,-318,184,-108,238,187,140,188,181,27580,A
10848,1056,15044,-297,88,-47,239,187,140,188,181,27627,A
11304,1072,14732,-147,119,-39,239,187,140,188,181,27976,A
10964,896,14900,-316,76,-212,239,187,140,188,181,27243,A
10980,1192,15008,-177,80,-308,238,187,140,188,181,27709,A
10952,1460,15036,-288,-65,-85,239,187,140,188,181,27945,A
11000,1376,14976,-287,-93,91,238,187,140,188,181,27997,A
11004,996,15048,-383,-83,-136,239,187,140,188,181,27381,A
10728,972,15188,-408,447,-282,239,187,140,188,181,27580,A
10860,1336,14944,-411,25,-195,238,187,140,188,181,27493,A
10896,1296,14988,-53,-430,-139,239,187,140,188,181,27493,A
10852,1352,15092,-705,101,-869,239,187,140,188,181,26758,A
10832,1244,15288,-505,-294,-352,239,187,140,188,181,27148,A
11036,1476,15340,-227,-44,-175,239,187,140,188,181,28341,A
10920,1528,14996,-338,-120,-261,239,187,140,188,181,27660,A
10772,1456,15012,-281,-213,14,239,187,140,188,181,27695,A
10960,1444,15048,-361,79,-38,239,187,140,188,181,28067,A
10804,1348,15296,-418,130,-8,239,187,140,188,181,28087,A
10880,1352,15024,-431,-13,-490,239,187,140,188,181,27257,A
10768,1556,15204,-374,72,-80,239,187,140,188,181,28081,A
10808,1512,14944,-482,183,-226,239,187,140,188,181,27674,A
10868,1332,15252,-280,16,-124,239,187,140,188,181,27999,A
11032,1620,15080,-289,124,-126,239,187,140,188,181,28376,A
10772,1552,15128,-350,136,-212,239,187,140,188,181,27961,A
11244,1720,15012,-409,103,-181,239,187,140,188,181,28424,A
10784,1684,15088,-150,3,80,239,187,140,188,181,28424,A
11004,1412,15184,-270,-56,-68,239,187,140,188,181,28141,A
11176,1316,14884,-260,-95,-180,239,187,140,188,181,27776,A
11196,780,14336,-375,-206,-157,239,187,140,188,181,26509,A
11476,1424,14924,-270,-80,-33,239,187,140,188,181,28376,A
10964,1128,14916,-308,-75,-137,239,187,140,188,181,27423,A
11192,1156,14808,-411,231,-245,239,187,140,188,181,27666,A
11008,1328,15076,-205,-51,-92,239,187,140,188,181,27999,A
11064,1516,14976,-274,185,-164,239,187,140,188,181,28238,A
11048,1336,15288,-465,-40,-161,239,187,140,188,181,27941,A
10964,1708,15300,-382,43,-128,239,187,140,188,181,28440,A
10992,1500,15176,-378,-90,-163,239,187,140,188,181,27972,A
10872,1216,15056,-252,10,-278,239,187,140,188,181,27559,A
10840,1432,15212,-47,229,131,239,187,140,188,181,28732,A
10796,1432,15100,-372,-58,-103,239,187,140,188,181,27730,A
10704,1124,15076,-116,8,160,239,187,140,188,181,27891,A
10824,1044,15120,-369,304,-196,239,187,140,188,181,27662,A
10720,992,15152,-144,-103,-65,239,187,140,188,181,27487,A
10884,1156,15176,-151,-254,-34,239,187,140,188,181,27712,A
10776,1264,15340,-372,267,-71,239,187,140,188,181,28139,A
10840,1144,15076,-118,-42,58,239,187,140,188,181,27893,A
10528,768,15140,-331,-158,-244,239,187,140,188,181,26638,A
10804,1068,15120,-376,-26,-199,238,187,140,188,181,27325,A
10732,1092,15168,-352,-66,-31,239,187,140,188,181,27478,A
10960,772,15088,-370,-136,-229,239,187,140,188,181,27020,A
10764,960,15068,-392,-25,-191,239,187,140,188,181,27119,A
10996,1252,14812,-382,108,-198,239,187,140,188,181,27523,A
11000,1248,14856,-197,236,-28,239,187,140,188,181,28050,A
10876,1188,15016,-220,3,-103,239,187,140,188,181,27695,A
11008,1112,15308,-341,-26,-185,239,187,140,188,181,27811,A
10848,1120,14928,-458,28,-169,239,187,140,188,181,27232,A
10808,936,15020,-332,42,-191,239,187,140,188,181,27218,A
10936,1040,15068,-152,-67,-57,239,187,140,188,181,27703,A
11052,932,15100,-506,-20,-149,239,187,140,188,181,27344,A
11128,1096,14952,-254,199,-176,238,187,140,188,181,27879,A
11116,1208,15256,-302,-264,-36,238,187,140,188,181,27912,A
11100,1232,14884,-310,-112,-144,239,187,140,188,181,27585,A
11184,1044,14944,-271,-6,-222,238,187,140,188,181,27607,A
11080,1204,14844,-503,29,-151,239,187,140,188,181,27438,A
11340,1004,14644,-419,1,-52,238,187,140,188,181,27452,A
11236,1216,15048,-285,-66,-346,239,187,140,188,181,27738,A
11024,1524,15308,-581,-476,-218,239,187,140,188,181,27516,A
11400,1392,14780,-269,132,51,239,187,140,188,181,28421,A
11324,1004,14752,-252,16,0,238,187,140,188,181,27778,A
11152,988,14908,-389,81,-84,239,187,140,188,181,27591,A
10908,652,15216,-522,-172,-211,239,187,140,188,181,26806,A
10992,468,14932,1009,250,841,239,187,139,188,181,29426,A
11000,1540,14752,351,1256,-279,239,187,140,188,181,29555,A
9956,1900,15800,-695,-593,-14,239,187,140,188,181,27289,A
9988,908,15568,-565,74,-248,239,187,140,188,181,26660,A
10788,776,14988,306,-125,-993,239,187,140,188,181,26675,A
10636,1476,15284,-416,68,-19,239,187,140,188,181,27964,A
10456,1240,15400,-524,153,-285,239,187,140,188,181,27375,A
10696,1108,15120,-319,133,-20,239,187,140,188,181,27653,A
10652,1336,15236,-225,-83,-122,239,187,140,188,181,27729,A
10820,1380,15156,-293,-17,-64,239,187,140,188,181,27917,A
10596,1528,15220,-235,111,-59,239,187,140,188,181,28096,A
10668,1972,15244,-512,-103,25,239,187,140,188,181,28229,A
10516,1576,15156,-167,49,37,239,187,140,188,181,28102,A
10768,1640,15316,-448,-111,-308,239,187,140,188,181,27792,A
10824,1668,15024,-341,-31,-77,239,187,140,188,181,28002,A
10620,1700,15180,-385,-77,205,239,187,140,188,181,28178,A
10768,1648,15276,-377,33,-100,239,187,140,188,181,28183,A
10672,1192,15428,-72,58,319,238,187,139,188,181,28530,A
10724,1848,15504,-193,-457,40,238,187,139,187,181,28398,A
10872,1312,15020,-440,-104,-187,238,187,139,187,181,27405,A
10960,1228,14816,-762,303,-251,238,187,139,188,181,27227,A
19268,2744,19660,194,-1539,1665,238,187,140,188,181,42926,A
11308,832,15072,-554,137,760,238,187,140,188,181,28489,A
11956,280,14664,-273,441,-504,238,187,139,188,181,27497,A
11428,436,14768,-245,-18,-209,238,187,139,188,181,27093,A
11176,280,14924,-177,-165,-214,238,187,139,188,181,26757,A
11220,516,15144,-436,-66,-62,238,187,139,188,181,27249,A
11432,420,14800,-221,128,-449,238,187,140,188,181,27044,A
10652,616,15440,39,657,-300,238,187,139,188,181,28037,A
10512,980,15348,-353,-32,-91,238,187,139,188,181,27297,A
10716,936,15336,-122,193,82,239,187,140,188,181,28076,A
10548,704,15176,-352,-100,-154,239,187,139,188,181,26756,A
10688,1004,15108,-303,88,-13,239,187,139,188,181,27506,A
10672,808,15136,-330,-70,-160,238,187,139,188,181,26989,A
10612,584,15104,-283,239,-200,238,187,139,188,181,26989,A
10836,960,15192,-402,63,-247,239,187,139,188,181,27336,A
10616,960,15112,-403,-8,-247,238,187,139,188,181,26963,A
10852,628,15060,-483,-45,-225,239,187,139,188,181,26721,A
10620,740,15352,-428,-177,-191,238,187,139,188,181,26849,A
10732,868,15572,-323,4,-121,239,187,139,188,181,27666,A
10708,828,15220,-376,-127,-172,239,187,139,188,181,27015,A
10628,1096,15356,-449,322,-184,239,187,139,188,181,27703,A
10880,948,15112,-334,-20,-137,239,187,140,188,181,27384,A
10604,1028,15228,-407,-45,-179,239,187,139,188,181,27163,A
10456,972,15440,-328,-999,369,238,187,139,188,181,26843,A
10628,904,14864,-163,-288,97,238,186,138,187,181,26972,A
10912,744,15016,-163,219,-64,238,186,139,187,181,27595,A
10592,1212,15580,-331,-155,-117,238,187,139,187,181,27713,A
10640,1120,15452,-200,2,-38,238,187,139,187,181,27908,A
10692,664,15304,-104,-33,-46,238,186,139,187,181,27408,A
10644,844,15560,-226,-110,-140,238,186,139,187,181,27503,A
10512,740,15340,-328,125,-192,238,186,139,187,181,27128,A
10360,544,15488,-485,-54,-459,238,186,139,187,181,26325,A
11004,608,15152,-432,139,-159,238,186,139,187,181,27243,A
10524,704,15356,-358,53,-226,238,186,139,187,181,26984,A
10620,656,15156,-411,-246,-215,238,186,139,187,181,26491,A
10404,604,15704,-300,-166,-153,238,186,139,187,181,27024,A
10616,848,15264,-538,6,-448,238,186,139,187,181,26679,A
10664,784,15260,-355,44,-143,238,186,139,187,181,27185,A
10588,1136,15344,-460,-116,-99,238,186,139,187,181,27324,A
10504,924,15328,-332,78,-244,238,186,139,188,181,27190,A
10564,904,15372,-165,100,110,238,186,139,187,181,27816,A
10524,788,15340,-404,151,-173,238,186,139,187,181,27157,A
10504,704,15528,-299,31,101,238,186,139,187,181,27500,A
10524,720,15280,-143,109,-154,238,186,139,187,181,27267,A
10580,428,15304,-676,109,-319,238,186,139,187,181,26357,A
10492,572,15192,-504,86,-160,238,186,139,187,181,26609,A
10408,960,15388,-597,-33,-216,238,186,139,188,181,26842,A
10480,664,15508,-284,108,-111,238,186,139,188,181,27297,A
10372,612,15368,-332,-176,-69,238,186,139,188,181,26707,A
10240,864,15440,-429,270,-251,238,186,139,188,181,27066,A
10348,608,15324,-351,-131,-260,238,186,139,188,181,26470,A
10508,972,15332,-399,28,-269,238,186,139,188,181,27104,A
10352,844,15436,-218,95,-39,238,186,139,188,181,27402,A
10652,516,15052,-227,132,-82,238,186,139,188,181,26975,A
10676,568,15040,-368,41,-218,238,186,139,188,181,26671,A
10140,1064,15688,-197,166,-73,238,186,139,188,181,27720,A
10584,580,15428,-341,-95,-281,238,186,139,188,181,26807,A
10600,788,15324,-557,-54,-272,238,186,139,188,181,26761,A
10188,896,15576,-252,2,19,238,186,139,188,181,27361,A
10628,756,15208,-276,-205,-200,238,186,139,188,181,26843,A
10572,972,15280,-295,98,-99,238,186,139,188,181,27460,A
10668,1116,15240,-18,141,24,238,186,139,188,181,28103,A
10404,1184,15172,-535,-46,-261,238,186,139,188,181,26850,A
10452,916,15280,-302,99,-53,238,186,139,188,181,27324,A
10380,848,15428,-357,-51,-202,238,186,139,188,181,26978,A
10320,904,15708,-268,-285,-204,238,186,139,188,181,27107,A
10732,940,15304,-392,-67,-136,238,186,139,188,181,27313,A
10800,380,15568,-329,-41,-208,238,186,139,188,181,27102,A
10652,724,15272,-252,-86,-170,238,186,139,188,181,27072,A
10516,660,15196,-302,-18,-244,238,186,139,188,181,26740,A
10672,688,15388,-150,-101,97,238,186,139,188,181,27526,A
10128,1084,15696,-134,466,-354,238,186,139,188,181,27818,A
10372,1000,15448,-294,-78,-156,238,186,139,188,181,27224,A
10448,908,15560,-311,-33,-83,238,187,139,188,181,27422,A
10408,964,15532,-273,102,-97,238,187,139,188,181,27569,A
10104,1008,15404,-204,82,-36,238,187,139,188,181,27291,A
10264,984,15440,-290,32,-91,238,187,139,188,181,27272,A
10480,824,15172,-608,-276,93,238,187,139,188,181,26618,A
10872,564,15212,-279,57,-152,238,187,139,188,181,27207,A
10700,716,15192,-405,-49,-227,238,187,139,188,181,26860,A
10624,496,15152,-493,-174,-203,238,187,139,188,181,26335,A
10824,584,14904,-495,266,-132,238,187,139,188,181,26884,A
10760,452,14748,-237,-291,-128,238,187,139,188,181,26237,A
11028,536,15112,-133,-24,25,238,187,139,188,181,27477,A
11064,412,14928,-260,19,-136,238,187,139,188,181,26960,A
10972,264,14904,-195,29,-96,238,187,139,188,181,26811,A
10896,260,15092,-207,-108,-16,238,186,139,188,181,26849,A
10828,256,14996,-475,35,-232,238,186,139,188,181,26340,A
10920,308,15100,-203,-36,4,238,186,139,188,181,27025,A
10804,148,15272,-363,-98,-73,238,186,139,188,181,26622,A
10912,456,14936,-427,172,-279,238,186,139,188,181,26702,A
11016,404,15200,-266,12,-102,238,186,139,188,181,27196,A
10888,140,14780,-343,-82,-144,238,186,139,188,181,26171,A
10980,276,15048,-248,-76,-119,238,186,139,188,181,26793,A
11040,168,15136,-367,16,-143,238,186,139,188,181,26782,A
10956,156,14688,-375,-8,-170,238,186,139,188,181,26179,A
10976,232,15072,-201,-13,-90,238,186,139,188,181,26908,A
11072,308,15044,-340,-103,-149,238,186,139,188,181,26764,A
11064,376,15084,-413,50,-247,238,186,139,188,181,26846,A
10964,76,15032,-334,60,-214,238,186,139,188,181,26516,A
10700,268,15260,-267,-72,-133,238,186,139,188,181,26688,A
11052,96,14796,-515,-158,-176,238,186,139,188,181,26027,A
11260,20,15104,-336,-166,-112,238,186,139,188,181,26702,A
11056,268,15104,-262,-30,19,238,186,139,188,181,27087,A
11388,-332,14384,-292,-29,-245,238,186,139,188,181,25806,A
11300,216,14796,-557,-398,-158,238,186,139,187,181,26130,A
11724,-340,14152,-373,-84,-622,238,186,139,187,181,25388,A
11680,184,14292,-180,-178,-246,238,186,139,188,181,26484,A
11696,336,14440,-313,196,-12,238,186,139,188,181,27275,A
11772,356,14480,-501,159,-134,238,186,139,187,181,27063,A
11548,200,14604,-420,-69,-46,238,186,139,188,181,26749,A
11652,204,14532,-279,-51,-211,238,186,139,188,181,26779,A
12924,2008,13292,1850,1374,337,234,244,232,243,181,32919,B
13520,648,12516,-1348,-984,-229,234,244,233,243,181,25258,B
13512,1180,12692,461,713,1044,234,244,233,243,181,30737,B
12848,988,13624,-318,-241,-254,234,244,233,243,181,27782,B
12996,748,13596,-104,-180,-430,234,244,233,243,181,27761,B
12960,1504,13360,501,-502,-1316,234,244,233,243,181,27642,B
13744,2124,12680,-130,161,1987,235,244,233,243,181,31702,B
13292,1320,12656,-361,191,-132,234,244,233,243,181,28101,B
13124,1336,12960,-83,115,-67,234,244,233,243,181,28520,B
13268,1320,12904,-149,-10,-130,234,244,233,243,181,28338,B
13220,1268,12772,-261,109,97,234,244,233,243,181,28340,B
13188,964,12880,-470,204,-189,234,244,233,243,181,27712,B
13020,1156,13168,-352,115,-59,234,244,233,243,181,28183,B
13220,1248,12924,-351,-67,-136,234,244,233,243,181,27973,B
13052,1244,13212,-569,-168,-160,234,244,233,244,181,27747,B
13360,812,13036,-114,-145,-9,234,244,233,243,181,28075,B
13172,840,12848,-726,-127,-342,234,244,233,243,181,26800,B
13164,968,12892,-132,126,-245,234,244,233,243,181,27908,B
13144,1076,13120,-576,79,-139,234,244,233,243,181,27839,B
13268,1220,12980,-331,73,-165,234,244,233,243,181,28180,B
13160,1532,13292,-168,23,-135,234,244,233,243,181,28839,B
13452,1020,12544,-484,-48,-315,234,244,234,243,181,27305,B
13292,1472,12460,-695,304,-372,234,244,234,243,181,27597,B
13272,1236,12708,-130,-116,-268,234,244,234,243,181,27838,B
13208,1076,12996,-86,64,-8,234,244,234,243,181,28386,B
13560,1276,12432,-579,-77,109,234,244,234,243,181,27857,B
13592,1248,12396,-167,-143,75,234,244,233,243,181,28136,B
13660,1516,12328,-379,138,-143,234,244,233,243,181,28255,B
13884,1152,12252,-281,-168,-146,234,244,233,243,181,27828,B
14412,740,11692,-22,-2157,-296,234,244,233,243,181,25504,B
15040,1036,10856,-699,337,-997,235,244,233,243,181,26709,B
13724,1728,12368,234,1010,-622,235,244,233,243,181,29578,B
12928,1832,12092,922,2217,-2156,235,244,233,243,181,28971,B
13744,1832,12904,60,744,-158,235,244,233,243,181,30262,B
13204,1532,12600,-339,-143,-139,234,244,233,243,181,27850,B
13244,1216,12824,-905,133,-24,234,244,233,244,181,27624,B
13388,1180,12756,-147,-196,-167,234,244,233,244,181,27950,B
13476,1480,12852,-229,21,-270,234,244,233,244,181,28466,B
13416,1272,12432,-243,224,-22,235,244,233,243,181,28215,B
13444,908,12620,-173,131,-5,234,244,233,244,181,28061,B
13452,1144,13000,-684,111,-333,234,244,233,244,181,27826,B
13496,1280,12328,-270,130,-112,234,244,233,243,181,27987,B
13536,1232,12780,-418,36,-292,234,244,233,244,181,28010,B
13452,1252,12528,-263,9,-57,234,244,233,244,181,28057,B
13364,1184,12784,-294,-33,-144,233,244,233,243,181,27995,B
13420,1184,12828,-325,-254,-236,234,244,233,243,181,27752,B
13556,1288,12636,-198,-97,-124,231,244,231,243,181,28191,B
13556,1564,12464,-406,-217,-99,232,244,231,243,181,27993,B
