ACCEL_XOUT_H,ACCEL_YOUT_H,ACCEL_ZOUT_H,GYRO_XOUT_H,GYRO_YOUT_H,GYRO_ZOUT_H,FLEX1,FLEX2,FLEX3,FLEX4,FLEX5,CHECKSUM,target
-1352,3100,18052,-47,0,-12,244,238,225,234,181,20863,relaxed
-1164,2924,17832,-39,-5,-12,244,238,225,234,181,20658,relaxed
-1052,3184,17904,-41,-9,-8,244,238,225,234,181,21100,relaxed
-1236,3360,17704,-64,4,-28,244,238,225,234,181,20862,relaxed
-1224,3100,17816,-43,1,-11,244,238,225,234,181,20761,relaxed
-1224,3128,18028,-43,254,2,244,238,225,234,181,21267,relaxed
-1316,3008,17920,-60,-10,-24,244,238,225,234,181,20640,relaxed
-1204,3188,17960,-54,0,-30,244,238,225,234,181,20982,relaxed
-1032,3052,17940,-53,11,-7,244,238,225,234,181,21033,relaxed
-1280,3308,17920,-60,-3,-21,244,238,225,234,181,20986,relaxed
-1276,3088,17956,-62,2,-27,244,238,225,234,181,20803,relaxed
-1056,3404,18044,-59,30,-41,244,238,226,234,181,21445,relaxed
-1064,3176,17856,-61,6,-21,244,238,225,234,181,21014,relaxed
-1252,3156,17852,-45,4,-5,244,238,225,234,182,20833,relaxed
-1292,2928,17936,-58,5,-13,244,238,225,234,181,20628,relaxed
-1276,2940,17884,-35,-5,-8,244,238,225,234,181,20622,relaxed
-1356,2892,18052,-65,0,-18,244,238,225,234,181,20627,relaxed
-1092,2864,17980,-41,3,-8,244,238,226,234,181,20829,relaxed
-1248,2792,18156,-53,9,-10,244,238,225,234,181,20768,relaxed
-1288,2852,17996,-42,-1,-7,244,238,226,234,181,20633,relaxed
-1040,2912,17920,-62,11,-31,244,238,225,234,181,20832,relaxed
-1040,2900,17988,-61,7,-24,244,238,225,234,181,20892,relaxed
-1188,2892,18100,-46,1,-5,244,238,225,234,181,20876,relaxed
-1228,2860,17960,-45,10,-2,244,238,226,234,181,20678,relaxed
-1368,2844,17940,-56,9,-17,244,238,225,234,181,20474,relaxed
-1408,3044,17892,-40,4,3,244,238,225,234,181,20617,relaxed
-1424,2928,17724,-61,-22,-9,244,238,225,234,181,20258,relaxed
-1280,3200,17908,-40,-1,-21,244,238,225,234,181,20888,relaxed
-1484,3132,17976,-45,3,-16,244,238,226,234,181,20689,relaxed
-1108,3320,17968,-54,-13,-50,244,238,226,234,181,21186,relaxed
-1536,2856,17956,-50,-28,-23,244,238,226,234,181,20298,relaxed
-1148,2952,17860,-38,4,-8,244,238,226,234,181,20745,relaxed
-1232,3008,17992,-41,-7,-13,244,238,226,234,181,20830,relaxed
-1144,2744,17860,-43,10,-15,244,238,226,234,181,20535,relaxed
-1380,2916,18056,-25,9,11,244,238,226,234,181,20710,relaxed
-1280,3004,17884,-56,-4,-31,244,238,225,234,181,20639,relaxed
-1280,3028,17988,-51,0,-10,244,238,226,234,181,20798,relaxed
-1396,3320,17884,-53,-5,-25,244,238,225,234,181,20847,relaxed
-1224,2952,18128,-34,6,-16,244,238,226,234,181,20935,relaxed
-1316,2956,17740,-59,4,-17,244,238,226,234,181,20431,relaxed
-1376,3136,18092,-52,-6,-24,244,238,226,234,181,20893,relaxed
-1780,2720,18020,-41,-10,-11,244,238,226,234,181,20021,relaxed
-1368,2916,18008,-59,12,-17,244,238,225,234,181,20614,relaxed
-1440,3052,18044,-37,0,-10,244,238,226,234,181,20732,relaxed
-1036,3024,17996,-58,7,-30,244,238,226,234,181,21026,relaxed
-1436,2892,18012,-57,-2,-19,244,238,226,234,181,20513,relaxed
-1372,2856,18032,-38,-4,-14,244,238,226,234,181,20583,relaxed
-1364,2600,18028,-48,2,-6,244,238,226,234,181,20335,relaxed
-1496,2984,18124,-58,-1,-12,244,238,226,234,181,20664,relaxed
-1304,2944,17924,-43,1,-15,244,238,226,234,181,20630,relaxed
-1400,2988,18016,-50,2,-31,244,238,226,234,181,20648,relaxed
-6008,-12864,7620,8,-96,11,241,172,123,178,181,55102,bad
-6232,-13520,8084,-61,-13,-28,241,175,128,181,181,54672,bad
-5832,-13336,7920,-67,9,-15,241,176,129,181,181,55123,bad
-6008,-13652,7692,-46,13,-34,241,176,129,182,181,54410,bad
-5804,-13796,7688,-79,42,-27,241,176,129,182,181,54469,bad
-5744,-13428,7328,-57,1,-24,241,176,129,182,181,54521,bad
-5992,-13576,7868,-32,-10,-9,241,176,129,182,181,54694,bad
-6048,-13408,7912,-37,-1,13,241,176,129,182,181,54876,bad
-6016,-13548,7976,-57,19,-21,241,176,129,182,181,54798,bad
-5976,-13412,7880,-39,14,-1,241,176,129,182,181,54911,bad
-6260,-13948,7804,-53,17,16,241,176,129,182,181,54021,bad
-5952,-13528,7640,-37,-25,-8,241,176,129,182,181,54535,bad
-6276,-13628,7812,-33,15,-14,241,176,129,182,181,54321,bad
-6044,-13476,7568,-27,20,-4,241,176,130,182,181,54483,bad
-5944,-13468,7532,-56,-12,-15,241,176,129,182,181,54482,bad
-5940,-13164,7420,-24,-23,-25,241,176,130,182,181,54690,bad
-5980,-13208,7344,-65,-4,-17,241,176,130,182,181,54516,bad
-5768,-13056,7272,-26,7,-8,241,176,130,182,181,54867,bad
-6228,-13520,7168,-61,18,-6,241,176,130,182,181,53817,bad
-6156,-13396,7240,-39,20,0,241,176,129,182,181,54114,bad
-6168,-13368,7248,-72,0,-13,241,176,129,182,181,54072,bad
-5992,-13212,7228,-49,12,-38,241,176,129,182,181,54394,bad
-6056,-13152,7084,-40,-13,-34,241,176,129,182,181,54234,bad
-6024,-13552,7304,-47,-24,-35,241,176,130,182,181,54068,bad
-5740,-13004,6960,11,-18,-54,241,176,130,182,181,54601,bad
-6008,-13776,7356,-36,0,6,241,176,130,182,181,53988,bad
-5960,-13384,7360,-36,-29,24,241,176,130,182,181,54421,bad
-5720,-13268,7172,-40,51,16,241,176,130,182,181,54657,bad
-5308,-13524,7756,-16,56,-68,241,176,130,182,181,55342,bad
-6372,-13624,7656,47,255,-148,241,176,130,182,181,54260,bad
-6072,-13356,9152,-64,82,57,241,176,130,182,181,56245,bad
-5788,-13616,8044,-10,-36,-40,241,176,129,182,181,54999,bad
-5752,-13852,7932,-4,-4,-18,241,176,130,182,181,54748,bad
-5404,-13472,7568,-69,4,4,241,176,130,182,181,55077,bad
-5824,-13628,7740,-17,3,4,241,176,129,182,181,54723,bad
-5832,-13164,7848,-28,38,3,241,176,129,182,181,55310,bad
-5976,-13384,7864,-48,9,-23,241,176,129,182,181,54887,bad
-5632,-13364,8068,-37,5,-17,241,176,129,182,181,55468,bad
-6032,-13384,7812,-68,9,-33,241,176,129,182,181,54749,bad
-5660,-13420,7672,-44,-10,-1,241,176,129,182,181,54982,bad
-6052,-13300,7980,-62,-42,-28,241,176,129,182,181,54941,bad
-6080,-13200,8036,-65,2,-21,241,176,129,182,181,55117,bad
-5996,-13420,7764,-27,-14,16,241,176,129,182,181,54768,bad
-5688,-13964,7932,-39,-21,-4,241,176,129,182,181,54661,bad
-5784,-13120,7664,-46,-20,-21,241,176,129,182,181,55118,bad
-5668,-13276,7996,-45,12,0,241,176,129,182,181,55464,bad
-5628,-13356,7736,-10,8,-10,241,176,129,182,181,55185,bad
-5380,-13128,7892,-56,-21,-15,241,176,129,182,181,55737,bad
-5732,-13284,8248,-49,9,-22,241,176,129,182,181,55615,bad
-5944,-13492,7796,-15,20,-20,241,176,129,182,181,54790,bad
-5968,-13604,7488,-60,3,-20,241,176,129,182,181,54284,bad
-5796,-13300,8016,-66,-18,-21,241,176,129,182,181,55260,bad
-5688,-13796,7788,-75,14,-34,241,176,129,182,181,54654,bad
-5404,-13700,7524,-3,15,-9,241,176,129,182,181,54868,bad
-5628,-13780,7612,-61,0,-78,241,176,129,182,181,54510,bad
-5584,-13416,7576,-77,-26,28,241,176,129,182,181,54946,bad
-5884,-13748,7600,-15,-16,-16,241,176,129,182,181,54366,bad
-5884,-13780,7624,-27,19,-12,241,176,129,182,181,54385,bad
-5704,-13548,7664,-36,-52,25,241,176,129,182,181,54794,bad
-5716,-13252,7996,-67,-11,-48,241,176,129,182,181,55347,bad
-5672,-13768,7804,-32,6,-18,241,176,129,182,181,54765,bad
-5676,-13552,7856,-66,9,-20,241,176,129,182,181,54996,bad
-5880,-13872,7960,-32,27,-18,241,176,129,182,181,54630,bad
-5788,-13384,7760,-54,5,-20,241,176,129,182,181,54964,bad
-5636,-14028,7508,-46,11,-51,241,176,129,182,181,54203,bad
-5388,-13816,7824,-50,-15,-22,240,176,129,182,181,54977,bad
-5460,-13752,7580,-63,-50,-98,240,176,129,182,181,54601,bad
-5276,-13652,7880,9,-256,-23,240,176,129,182,181,55126,bad
-5368,-13892,7676,-22,74,11,240,176,129,182,181,54923,bad
-5724,-13448,7664,-17,3,8,240,176,129,182,181,54930,bad
-5756,-13480,7768,-51,255,-16,240,176,129,182,181,55164,bad
-5692,-13532,7884,-49,13,-6,240,176,129,182,181,55062,bad
-5612,-13652,7724,-55,-11,-15,240,176,129,182,181,54823,bad
-5728,-13320,7876,-32,16,-27,240,176,129,182,181,55229,bad
-5864,-13656,7852,-43,8,-10,240,176,129,182,181,54731,bad
-5680,-13644,7712,-59,-20,-35,241,177,129,182,181,54720,bad
-5872,-13364,8136,-47,1,5,240,176,129,182,181,55303,bad
-5880,-13440,7096,-59,8,-53,240,176,129,182,181,54116,bad
-5532,-13296,6780,-35,89,-24,240,176,129,182,181,54426,bad
-6116,-13344,7080,-93,-82,-68,240,176,129,182,181,53821,bad
-5644,-13516,7224,38,-81,-11,240,176,129,182,181,54454,bad
-5300,-13636,7832,-42,-7,-15,240,176,129,182,181,55276,bad
-5372,-13636,8220,-78,-31,-18,240,176,129,182,181,55529,bad
-5344,-13992,7424,-83,-8,-25,240,176,129,182,181,54416,bad
-4840,-13416,8444,-97,-30,-37,240,176,129,182,181,56468,bad
-5764,-13792,7756,-81,7,-56,240,176,129,182,181,54514,bad
-5376,-13336,8036,-23,-43,45,240,176,129,182,181,55747,bad
-5396,-14104,7668,-66,-15,-48,240,176,129,182,181,54483,bad
-5840,-14652,7840,-218,23,-27,240,176,129,182,181,53570,bad
-6380,-12704,9136,74,-2,101,240,176,129,182,181,56669,bad
-6080,-13516,8236,-21,-4,29,240,177,129,182,181,55089,bad
-5436,-13144,8540,-86,-8,-47,240,177,129,182,181,56264,bad
-5492,-13572,8932,-53,-15,1,240,176,129,182,181,56245,bad
-5020,-13424,8384,-76,58,-60,240,176,129,182,181,56306,bad
-6324,-13644,8000,34,103,-104,240,176,129,182,181,54509,bad
-5524,-13920,8320,-45,28,-14,240,176,129,182,181,55289,bad
-5144,-13676,8052,-56,-9,-24,240,176,129,182,181,55587,bad
-5252,-13564,8144,-120,-21,-68,240,177,129,182,181,55564,bad
-5484,-13676,8340,-77,-1,-23,240,176,128,181,181,55521,bad
-5500,-13348,8252,-80,11,-24,240,176,129,181,181,55754,bad
-5392,-13444,8104,-46,23,-29,240,176,129,181,181,55659,bad
-5680,-13148,8160,-5,27,2,240,176,129,182,181,55800,bad
-5724,-13232,8188,-55,14,-7,240,176,129,182,181,55628,bad
-5744,-13392,8076,-48,-9,-8,240,176,129,181,181,55318,bad
-5844,-13436,8184,-48,-2,-29,240,176,128,181,181,55267,bad
-5704,-13532,8036,-72,-5,-29,240,176,128,181,181,55136,bad
-5600,-13136,8144,-45,-27,-12,240,176,128,181,181,55766,bad
-5596,-13480,7800,-13,12,-11,240,176,128,181,181,55154,bad
-5388,-13792,8076,-51,19,3,240,176,128,181,181,55309,bad
-5496,-13308,8024,-18,-27,-50,240,176,128,181,181,55567,bad
-5296,-13140,7688,-157,72,30,240,176,129,181,181,55640,bad
-5616,-13704,8628,57,-40,-12,240,177,129,182,181,55758,bad
-5296,-13252,8580,-34,41,-27,240,177,129,182,181,56457,bad
-5284,-13096,8012,-104,-6,-19,240,177,129,182,181,55948,bad
-6120,-12988,8180,62,-53,-12,240,177,129,182,181,55514,bad
-6036,-12468,8452,0,20,-72,240,177,129,182,181,56341,bad
-6200,-12620,8752,-45,-19,-35,241,177,129,182,181,56279,bad
-6108,-12680,8720,-137,-30,7,240,177,129,181,181,56216,bad
-5604,-12968,8556,-20,-7,-30,240,176,128,181,181,56369,bad
-5836,-12924,8856,28,15,-12,240,177,128,181,181,56570,bad
-5924,-13084,9200,-84,21,-34,240,177,129,181,181,56539,bad
-6008,-12932,8880,-18,-5,-24,240,177,129,181,181,56337,bad
-6000,-13052,8760,-54,10,-17,240,177,129,181,181,56091,bad
-5900,-12832,8448,-82,16,4,240,176,128,181,181,56096,bad
-6240,-12764,8152,-78,-28,-43,239,176,128,181,181,55440,bad
-6020,-13232,8436,-61,-26,-47,239,176,128,181,181,55491,bad
-5652,-13108,8380,35,8,41,239,176,128,181,181,56145,bad
-6276,-12984,8548,-7,19,-8,239,176,128,181,181,55733,bad
-6176,-13176,8452,-55,23,-4,239,176,128,181,181,55505,bad
-5936,-12944,8056,-61,-12,-14,239,176,128,181,181,55530,bad
-6180,-13100,8540,-50,-2,-16,239,176,128,181,181,55633,bad
-6260,-13124,8276,-40,-3,-20,240,176,128,181,181,55271,bad
-6248,-12812,8512,-31,-3,-18,240,176,128,181,181,55842,bad
-6220,-13504,8740,-84,1,-58,240,176,128,181,181,55317,bad
-5908,-13204,8160,-29,19,1,240,176,128,181,181,55481,bad
-6144,-12952,8740,-71,26,-22,240,176,128,181,181,56019,bad
-5952,-12936,8680,-8,-25,-23,240,176,128,181,181,56178,bad
-6196,-12756,8588,-43,39,-26,240,177,128,181,181,56049,bad
-6400,-12856,8852,-34,17,-6,240,177,128,181,181,56016,bad
-6000,-12976,8528,-75,-20,-37,240,176,128,181,181,55862,bad
-5948,-13168,8320,-80,32,7,240,176,128,181,181,55605,bad
-6132,-12992,8360,-37,-4,1,240,176,128,181,181,55638,bad
-5916,-13488,8080,-41,-27,-33,240,176,128,181,181,55017,bad
-5496,-13352,8492,-21,-42,-48,240,176,128,181,181,55975,bad
-5588,-13032,8752,-73,-133,30,240,176,128,181,181,56398,bad
-5444,-12992,8800,-10,14,-31,240,176,128,181,181,56779,bad
-5208,-12848,9204,-43,26,-26,240,177,128,181,181,57548,bad
-5704,-13080,8992,-42,18,-21,240,176,128,181,181,56605,bad
-5516,-13172,8804,-59,32,-24,240,176,128,181,181,56507,bad
-5732,-13428,8784,-44,80,-44,240,176,128,181,181,56058,bad
-5840,-12820,8432,-44,17,-3,240,176,128,181,181,56184,bad
-6048,-12996,8892,10,29,-21,240,176,128,181,181,56308,bad
-6096,-12692,8748,-33,13,1,240,176,128,181,181,56383,bad
-5888,-12936,8400,-67,-10,-46,240,176,128,181,181,55895,bad
-6116,-13112,8740,-44,-20,-8,239,176,128,181,181,55881,bad
-5912,-13188,8796,1,-28,-48,240,176,128,181,181,56063,bad
-5692,-12948,9136,-77,-2,-56,240,176,128,181,181,56803,bad
-5876,-13304,8832,-52,6,-33,239,176,128,181,181,56014,bad
-5932,-13104,8960,-36,-21,-28,240,176,128,181,181,56281,bad
-6000,-12876,8856,-32,11,-1,240,176,128,181,181,56400,bad
-5872,-12956,8948,-40,-5,-14,240,176,128,181,181,56503,bad
-5976,-12948,9368,-78,9,-7,240,176,128,181,181,56810,bad
-5852,-13320,8748,-15,-2,-18,240,176,128,181,181,55983,bad
-5740,-13132,8612,-49,25,-34,240,176,128,181,181,56124,bad
-5812,-13268,8384,-58,4,-21,240,176,128,181,181,55671,bad
-5740,-13512,8732,-19,-49,19,239,176,127,181,181,55871,bad
-5348,-13244,8916,1,45,-6,239,176,127,181,181,56804,bad
-5392,-12940,8856,-25,22,-14,239,176,127,181,181,56947,bad
-5296,-13400,8580,-53,-26,-32,239,176,127,181,181,56213,bad
-5588,-13100,9048,-52,3,-31,239,176,127,181,181,56720,bad
-5576,-13288,9032,-38,30,-2,239,176,127,181,181,56598,bad
-5308,-13092,8996,-41,-10,-27,239,176,127,181,181,56958,bad
-5440,-13132,9212,-60,-19,-44,239,176,127,181,181,56957,bad
-5432,-12828,9036,-48,15,-13,239,176,127,181,181,57170,bad
-5584,-12832,9436,-71,-19,-20,240,176,127,181,181,57351,bad
-5768,-12744,9228,-69,10,-25,240,176,127,181,181,57073,bad
-5872,-12876,9028,-32,3,-20,240,176,127,181,181,56672,bad
-5872,-12776,8992,-37,11,-11,240,176,127,181,181,56748,bad
-5684,-12624,9256,-95,-226,115,240,177,128,181,181,57185,bad
-5840,-12876,9628,-55,-38,-30,240,177,128,181,181,57232,bad
-5764,-12752,9532,-37,-22,-32,240,177,128,181,181,57368,bad
-5828,-12824,9244,-36,39,-16,240,177,128,181,181,57022,bad
-5932,-12764,9396,-14,18,7,240,177,128,181,181,57154,bad
-5904,-12520,9176,-61,-23,-14,240,177,128,181,181,57097,bad
-5692,-13036,9432,-73,-19,-20,240,177,128,181,181,57035,bad
-5752,-12564,9472,-25,-6,-4,240,177,128,181,181,57564,bad
-5888,-12716,9408,-30,26,-17,240,177,128,181,181,57226,bad
-5724,-12752,9444,-38,41,-43,240,177,128,181,181,57371,bad
-5936,-12296,9068,-83,-110,-20,240,177,128,181,181,57066,bad
-5692,-12752,9532,-55,1,-21,240,177,129,181,181,57457,bad
-5904,-12684,9528,-36,-18,-7,240,177,129,181,181,57323,bad
-5760,-12672,9436,-36,17,-23,240,177,129,181,181,57406,bad
-5792,-12688,9048,-45,-6,-7,240,177,129,181,181,56954,bad
-5476,-13032,9588,-43,9,-11,240,177,129,181,181,57479,bad
-5876,-12708,9584,-54,-10,2,240,177,128,181,181,57381,bad
-5864,-12492,9228,-39,1,-19,240,177,128,181,181,57258,bad
-5976,-12500,9224,-52,10,-13,240,177,128,181,181,57136,bad
-5936,-12348,9516,-32,14,1,240,177,128,181,181,57658,bad
-5884,-12428,9376,-42,41,-35,240,177,128,181,181,57471,bad
-5904,-12784,9656,-24,5,-17,240,177,128,181,181,57375,bad
-5732,-12496,9692,-64,-22,-21,240,177,128,181,181,57800,bad
-5856,-12408,10084,-26,3,1,240,177,129,181,181,58242,bad
-5968,-12628,9752,-48,6,9,240,177,129,181,181,57567,bad
-5856,-12312,9584,-14,178,-66,240,177,128,181,181,57957,bad
-6384,-12108,9792,-46,-17,-18,240,177,128,181,181,57662,bad
-5664,-12496,9448,-136,57,-100,240,177,128,181,181,57552,bad
-5544,-11988,9492,-50,84,-127,240,177,128,181,181,58310,bad
-5500,-13272,8644,-62,59,-96,240,177,128,181,181,56216,bad
-5408,-13048,8364,-40,-43,12,240,177,128,181,181,56280,bad
-5528,-13072,8704,42,-47,-69,240,177,128,181,181,56473,bad
-5396,-12436,9588,-27,-133,93,240,177,128,181,181,58132,bad
-5400,-12468,9036,-60,-108,-53,240,177,128,181,181,57390,bad
-5676,-12296,9484,-27,46,-6,240,177,128,181,181,57968,bad
-5864,-12628,10136,-100,-6,-41,240,177,128,181,181,57940,bad
-5056,-14252,9004,-133,-2,0,240,177,128,181,181,56004,bad
-5296,-14240,7180,-62,-3,20,240,177,128,181,181,54042,bad
-5044,-14136,7868,61,24,38,239,176,127,181,181,55251,bad
-4708,-13684,7716,36,23,-11,239,177,127,181,181,55813,bad
-5296,-13240,8364,32,34,20,239,177,128,181,181,56356,bad
-5548,-13028,8892,-16,34,7,239,177,128,181,181,56783,bad
-5600,-13128,9072,-32,-39,-16,239,177,128,181,181,56699,bad
-5512,-12680,9376,-40,5,-36,239,177,128,181,181,57555,bad
-5508,-13784,8552,-126,128,10,239,177,128,181,181,55714,bad
-5632,-12808,8188,-46,16,-37,239,177,128,181,181,56123,bad
-5628,-13260,8208,-51,-24,-36,239,177,127,181,181,55650,bad
-5424,-12984,8628,8,-3,37,239,177,127,181,181,56703,bad
-5160,-12876,8516,-80,-5,-45,239,176,127,181,181,56790,bad
-4996,-12424,8440,-82,-34,24,239,177,128,181,181,57370,bad
-5808,-13876,9360,-39,59,-40,240,177,128,181,181,56099,bad
-5108,-12888,8212,-23,-28,49,240,177,128,181,181,56657,bad
-6352,-13564,9316,-80,9,-41,239,177,128,181,181,55730,bad
-5564,-12952,9088,-36,23,-55,240,177,128,181,181,56947,bad
-5780,-13140,8972,-45,18,-12,239,177,128,181,181,56455,bad
-5628,-12932,8788,-59,0,-34,239,177,128,181,181,56577,bad
-5820,-12920,8584,-64,-28,3,239,177,128,181,181,56197,bad
-5448,-13116,8744,-54,-3,-9,239,177,128,181,181,56556,bad
-5928,-12880,8608,4,-22,-26,239,177,128,181,181,56198,bad
-5768,-13088,8748,-48,23,-21,240,177,128,181,181,56289,bad
-5792,-12672,8920,-47,-26,-51,240,177,128,181,181,56775,bad
-5480,-13288,8644,-35,3,-11,239,177,128,181,181,56275,bad
-5764,-13292,9228,-53,26,-17,239,177,128,181,181,56570,bad
-5884,-13036,8748,-118,-47,-61,239,177,128,181,181,56044,bad
-5716,-12892,8716,-46,16,-20,239,177,128,181,181,56500,bad
-6028,-12988,8424,-74,-16,-12,239,177,128,181,181,55748,bad
-5752,-12956,8884,-26,10,-17,239,177,127,181,181,56584,bad
-5648,-13652,8364,-267,26,-127,239,177,127,181,181,55137,bad
-5704,-13288,8744,2,-3,-14,239,177,127,181,181,56178,bad
-5424,-12808,8220,-34,-3,-22,239,177,127,181,181,56370,bad
-5756,-13328,8628,-47,20,-2,239,177,127,181,181,55956,bad
-5636,-12912,8504,-22,61,-46,239,177,127,181,181,56390,bad
-5636,-13464,7988,-142,70,12,239,177,128,181,181,55270,bad
-6540,-12112,8960,-28,-89,-36,240,177,128,181,181,56598,bad
-5884,-12864,9036,-63,13,-36,240,177,128,181,181,56645,bad
-5220,-13788,8676,-106,-10,47,239,177,127,181,181,56040,bad
-6072,-13104,8604,-62,12,-26,239,177,127,181,181,55793,bad
-6124,-13404,8596,-41,0,-76,239,177,127,181,181,55392,bad
-5540,-12892,9068,-15,-2,-40,239,177,127,181,181,57020,bad
-6040,-13088,9216,-3,39,2,239,177,127,181,181,56567,bad
-5780,-12936,9196,-35,252,-27,239,177,127,181,181,57111,bad
-5756,-12928,9152,-50,4,0,239,177,127,181,181,56863,bad
-5792,-13148,9128,-45,-3,-29,239,177,127,181,181,56552,bad
-5764,-12876,8980,-53,-5,-13,239,177,127,181,181,56710,bad
-5168,-13464,9136,-37,-44,3,239,177,127,181,181,56867,bad
-5464,-13292,8800,-11,17,-34,239,177,127,181,181,56457,bad
-5304,-13024,9136,-49,2,-6,239,177,127,181,181,57196,bad
-5216,-13200,8944,-43,-13,-13,239,177,127,181,181,56900,bad
-5500,-12752,9056,-89,-50,-34,239,177,127,181,181,57072,bad
-5228,-13052,9196,-50,-12,-8,239,177,127,181,181,57287,bad
-5256,-13160,9168,-28,-14,-20,239,177,127,181,181,57131,bad
-5300,-12948,9416,-46,15,5,239,177,127,181,181,57583,bad
-5220,-13132,9500,-66,-7,-1,239,177,127,181,181,57515,bad
-5436,-12764,9368,-62,24,15,239,177,127,181,181,57586,bad
-5580,-13012,9204,-53,-25,-11,239,177,127,181,181,56964,bad
-5136,-12684,9608,-66,14,-6,239,177,127,181,181,58171,bad
-5216,-12720,8632,-14,-51,-33,239,177,127,181,181,57039,bad
-5080,-12680,9128,87,-88,-9,239,177,128,181,181,57800,bad
-5496,-12780,10200,-1,4,-21,239,177,128,181,181,58348,bad
-5424,-12320,9744,-50,-1,20,239,177,127,181,181,58410,bad
-5580,-12544,9352,253,-39,-15,239,177,128,181,181,57869,bad
-6184,-12248,9956,-65,-2,-24,239,177,128,181,181,57875,bad
-5408,-12776,9976,-86,-81,-1,239,177,127,181,181,58065,bad
-5004,-11976,10100,45,-102,-61,237,176,126,180,181,59438,bad
-4812,-12780,10484,-108,32,-37,238,177,126,181,181,59218,bad
-4880,-13544,9456,-234,50,-87,238,177,127,181,181,57201,bad
-4680,-13432,8952,-6,24,14,238,177,127,181,181,57312,bad
-4724,-13376,9104,-29,5,-30,238,177,127,181,181,57390,bad
-4672,-13440,9492,-78,6,-27,238,177,127,181,181,57721,bad
-4732,-13244,8876,-15,-47,-3,239,177,127,181,181,57276,bad
-4012,-12924,8880,-98,81,23,238,177,127,181,181,58390,bad
-4192,-13160,7792,32,29,-100,239,177,128,181,181,56843,bad
-5092,-14680,8296,15,102,-116,239,178,128,181,181,54968,bad
-4020,-14564,7864,-165,-205,110,239,178,128,181,181,55463,bad
-4104,-13468,9056,125,-298,67,239,178,129,182,181,57823,bad
-4524,-13504,9088,-84,26,19,239,178,129,182,181,57466,bad
-4396,-13984,8544,-21,-12,21,239,178,128,181,181,56595,bad
-4460,-14304,9012,43,-46,-46,239,178,128,182,181,56643,bad
-3588,-14416,8208,-66,33,75,239,178,128,182,181,56690,bad
-4172,-14552,8628,-80,-90,164,239,178,129,182,181,56343,bad
-5308,-13524,10356,-41,-53,12,239,178,129,182,181,57887,bad
-4576,-12672,10064,-41,-9,-6,239,178,129,182,181,59205,bad
-4816,-13160,9328,-61,-27,-70,239,178,129,182,181,57639,bad
-4488,-13032,9612,-32,15,-5,239,178,129,182,181,58515,bad
-4760,-13256,9380,-53,26,14,239,178,128,181,181,57794,bad
-4612,-13252,9912,-57,17,-15,239,178,128,181,181,58436,bad
-4484,-13320,9744,-55,14,-18,239,178,128,181,181,58324,bad
-4592,-13328,9220,-65,10,-21,239,178,128,181,181,57667,bad
-4628,-13348,9356,-45,55,42,238,177,127,181,181,57872,bad
-5420,-12868,8724,-10,3,-39,238,177,127,180,181,56829,bad
-4936,-13304,9184,36,-11,17,238,177,127,181,181,57426,bad
-5184,-13024,9244,-25,-25,-34,238,177,127,181,181,57392,bad
-5060,-12816,9600,-51,18,-18,238,177,127,181,181,58113,bad
-5224,-12828,9852,-48,-21,-52,238,177,127,181,181,58119,bad
-5272,-12656,9952,-34,-8,9,239,177,127,181,181,58432,bad
-5176,-12716,9828,-46,8,-13,239,177,127,181,181,58326,bad
-5328,-12504,9532,-37,22,-31,239,177,127,181,181,58095,bad
-5308,-12496,10240,2,20,18,239,177,127,181,181,58917,bad
-5176,-12320,10320,-13,8,7,239,178,127,181,181,59268,bad
-5192,-12208,10680,-43,17,-22,239,178,127,181,181,59674,bad
-5212,-12100,10712,-30,39,-12,239,178,127,181,181,59839,bad
-4388,-11908,10148,-67,11,-39,239,178,127,181,181,60199,bad
-5464,-12852,10540,-2,70,9,239,178,127,181,181,58743,bad
-5056,-12228,10676,-74,9,15,239,178,127,181,181,59784,bad
-5448,-12496,10588,-26,12,-8,239,178,128,181,181,59065,bad
-5408,-12108,10712,-38,22,-10,239,178,128,181,181,59613,bad
-5300,-11936,10920,-31,-5,-7,239,178,128,181,181,60084,bad
-5352,-12088,10824,-34,-20,-17,239,178,128,181,181,59756,bad
-5320,-11628,10964,-45,-28,-38,239,178,127,180,181,60346,bad
-5412,-11772,10756,-71,-16,-15,239,178,127,180,181,59911,bad
-5144,-12120,10604,-137,-38,-19,238,177,127,180,181,59585,bad
-5104,-12352,9748,-131,-13,-52,238,177,127,180,181,58535,bad
-4016,-13176,8360,-88,61,3,238,177,127,181,181,57584,bad
-5456,-13316,8700,-113,115,-21,238,177,128,181,181,56350,bad
-5244,-14512,9560,92,41,165,238,177,128,181,181,56543,bad
-5336,-12632,9040,57,86,6,238,177,128,181,181,57662,bad
-5608,-12360,9224,-6,-13,-48,238,178,128,181,181,57631,bad
-5328,-12488,9552,-67,-27,-16,238,178,128,181,181,58068,bad
-5296,-12696,9548,-51,-10,-63,238,178,128,181,181,57874,bad
-5136,-12636,9776,-6,-36,-39,238,178,128,181,181,58365,bad
-4720,-12944,9736,-18,-1,-21,238,178,128,181,181,58474,bad
-4584,-12824,9980,-67,17,-6,238,178,128,181,181,58958,bad
-4988,-13504,9516,-69,6,44,238,178,128,181,181,57447,bad
-4600,-12840,9276,-38,-32,-23,239,178,128,180,181,58185,bad
